location,iso_code,date,total_vaccinations,people_vaccinated,people_fully_vaccinated,daily_vaccinations_raw,daily_vaccinations,total_vaccinations_per_hundred,people_vaccinated_per_hundred,people_fully_vaccinated_per_hundred,daily_vaccinations_per_million
Scotland,,02/19/2021,1446116,1412643.0,33473.0,30949.0,36952,26.47,25.86,0.61,6764.0
Scotland,,02/20/2021,1467421,1431942.0,35479.0,21305.0,32767,26.86,26.21,0.65,5998.0
Scotland,,02/21/2021,1482830,1445488.0,37342.0,15409.0,30448,27.14,26.46,0.68,5573.0
Scotland,,02/22/2021,1508444,1465241.0,43203.0,25614.0,29043,27.61,26.82,0.79,5316.0
Scotland,,02/23/2021,1538198,1488077.0,50121.0,29754.0,28245,28.16,27.24,0.92,5170.0
Senegal,SEN,02/22/2021,0,0.0,,,,0.0,0.0,,
Senegal,SEN,02/23/2021,82,82.0,,82.0,82,0.0,0.0,,5.0
Senegal,SEN,02/24/2021,4087,4087.0,,4005.0,2044,0.02,0.02,,122.0
Serbia,SRB,01/08/2021,7000,7000.0,,,,0.1,0.1,,
Serbia,SRB,01/09/2021,,,,,1150,,,,169.0
Serbia,SRB,01/10/2021,9300,9300.0,,,1150,0.14,0.14,,169.0
Serbia,SRB,01/11/2021,,,,,1503,,,,221.0
Serbia,SRB,01/12/2021,,,,,1680,,,,247.0
Serbia,SRB,01/13/2021,,,,,1785,,,,262.0
Serbia,SRB,01/14/2021,18136,18136.0,,,1856,0.27,0.27,,273.0
Serbia,SRB,01/15/2021,,,,,2221,,,,326.0
Serbia,SRB,01/16/2021,,,,,2687,,,,395.0
Serbia,SRB,01/17/2021,,,,,3153,,,,463.0
Serbia,SRB,01/18/2021,,,,,3468,,,,510.0
Serbia,SRB,01/19/2021,,,,,3783,,,,556.0
Serbia,SRB,01/20/2021,44611,44611.0,,,4098,0.66,0.66,,602.0
Serbia,SRB,01/21/2021,84832,84832.0,,40221.0,9528,1.25,1.25,,1400.0
Serbia,SRB,01/22/2021,119711,119711.0,,34879.0,13880,1.76,1.76,,2040.0
Serbia,SRB,01/23/2021,163355,163355.0,,43644.0,19485,2.4,2.4,,2864.0
Serbia,SRB,01/24/2021,217800,217800.0,,54445.0,26632,3.2,3.2,,3914.0
Serbia,SRB,01/25/2021,256521,256521.0,,38721.0,31534,3.77,3.77,,4634.0
Serbia,SRB,01/26/2021,319504,319504.0,,62983.0,39901,4.7,4.7,,5864.0
Serbia,SRB,01/27/2021,361830,361830.0,,42326.0,45317,5.32,5.32,,6660.0
Serbia,SRB,01/28/2021,401556,401556.0,,39726.0,45246,5.9,5.9,,6649.0
Serbia,SRB,01/29/2021,430759,430759.0,,29203.0,44435,6.33,6.33,,6530.0
Serbia,SRB,01/30/2021,437380,437380.0,,6621.0,39146,6.43,6.43,,5753.0
Serbia,SRB,01/31/2021,,,,,34158,,,,5020.0
Serbia,SRB,02/01/2021,,,,,31416,,,,4617.0
Serbia,SRB,02/02/2021,495964,495964.0,,,25209,7.29,7.29,,3705.0
Serbia,SRB,02/03/2021,513652,513652.0,,17688.0,21689,7.55,7.55,,3187.0
Serbia,SRB,02/04/2021,526930,526930.0,,13278.0,17911,7.74,7.74,,2632.0
Serbia,SRB,02/05/2021,538373,538373.0,,11443.0,15373,7.91,7.91,,2259.0
Serbia,SRB,02/06/2021,,,,,14844,,,,2181.0
Serbia,SRB,02/07/2021,544209,544209.0,,,12472,8.0,8.0,,1833.0
Serbia,SRB,02/08/2021,,,,,14258,,,,2095.0
Serbia,SRB,02/09/2021,,,,,16044,,,,2358.0
Serbia,SRB,02/10/2021,640299,592634.0,47665.0,,18092,9.41,8.71,0.7,2659.0
Serbia,SRB,02/11/2021,,,,,30195,,,,4437.0
Serbia,SRB,02/12/2021,836287,710138.0,126149.0,,42559,12.29,10.44,1.85,6254.0
Serbia,SRB,02/13/2021,,,,,52908,,,,7775.0
Serbia,SRB,02/14/2021,987000,805000.0,182000.0,,63256,14.5,11.83,2.67,9296.0
Serbia,SRB,02/15/2021,,,,,63654,,,,9355.0
Serbia,SRB,02/16/2021,,,,,64051,,,,9413.0
Serbia,SRB,02/17/2021,,,,,64449,,,,9471.0
Serbia,SRB,02/18/2021,,,,,55424,,,,8145.0
Serbia,SRB,02/19/2021,,,,,46398,,,,6819.0
Serbia,SRB,02/20/2021,,,,,40606,,,,5967.0
Serbia,SRB,02/21/2021,,,,,34814,,,,5116.0
Serbia,SRB,02/22/2021,,,,,34814,,,,5116.0
Serbia,SRB,02/23/2021,1300330,827561.0,472769.0,,34814,19.11,12.16,6.95,5116.0
Serbia,SRB,02/24/2021,1343718,856359.0,487359.0,43388.0,36039,19.75,12.59,7.16,5296.0
Seychelles,SYC,01/09/2021,0,0.0,,,,0.0,0.0,,
Seychelles,SYC,01/10/2021,,,,,500,,,,5084.0
Seychelles,SYC,01/11/2021,,,,,500,,,,5084.0
Seychelles,SYC,01/12/2021,,,,,500,,,,5084.0
Seychelles,SYC,01/13/2021,2000,2000.0,,,500,2.03,2.03,,5084.0
Seychelles,SYC,01/14/2021,,,,,600,,,,6101.0
Seychelles,SYC,01/15/2021,4000,4000.0,,,667,4.07,4.07,,6783.0
Seychelles,SYC,01/16/2021,7000,7000.0,,3000.0,1000,7.12,7.12,,10169.0
Seychelles,SYC,01/17/2021,,,,,1118,,,,11369.0
Seychelles,SYC,01/18/2021,,,,,1236,,,,12569.0
Seychelles,SYC,01/19/2021,10976,10976.0,,,1354,11.16,11.16,,13769.0
Seychelles,SYC,01/20/2021,13163,13163.0,,2187.0,1595,13.39,13.39,,16219.0
Seychelles,SYC,01/21/2021,,,,,1718,,,,17470.0
Seychelles,SYC,01/22/2021,16890,16890.0,,,1841,17.18,17.18,,18721.0
Seychelles,SYC,01/23/2021,18353,18353.0,,1463.0,1622,18.66,18.66,,16494.0
Seychelles,SYC,01/24/2021,,,,,1542,,,,15680.0
Seychelles,SYC,01/25/2021,19889,19889.0,,,1463,20.22,20.22,,14877.0
Seychelles,SYC,01/26/2021,22712,22712.0,,2823.0,1677,23.1,23.1,,17053.0
Seychelles,SYC,01/27/2021,25587,25587.0,,2875.0,1775,26.02,26.02,,18050.0
Seychelles,SYC,01/28/2021,28779,28779.0,,3192.0,1965,29.26,29.26,,19982.0
Seychelles,SYC,01/29/2021,30861,30861.0,,2082.0,1996,31.38,31.38,,20297.0
Seychelles,SYC,01/30/2021,,,,,1988,,,,20216.0
Seychelles,SYC,01/31/2021,,,,,2079,,,,21141.0
Seychelles,SYC,02/01/2021,35079,35079.0,,,2170,35.67,35.67,,22066.0
Seychelles,SYC,02/02/2021,36284,36284.0,,1205.0,1939,36.9,36.9,,19717.0
Seychelles,SYC,02/03/2021,37092,37087.0,5.0,808.0,1644,37.72,37.71,0.01,16718.0
Seychelles,SYC,02/04/2021,,,,,1287,,,,13087.0
Seychelles,SYC,02/05/2021,,,,,1089,,,,11074.0
Seychelles,SYC,02/06/2021,39175,37589.0,1586.0,,987,39.84,38.22,1.61,10037.0
Seychelles,SYC,02/07/2021,,,,,966,,,,9823.0
Seychelles,SYC,02/08/2021,41694,37714.0,3980.0,,945,42.4,38.35,4.05,9610.0
Seychelles,SYC,02/09/2021,44423,37723.0,6700.0,2729.0,1163,45.17,38.36,6.81,11826.0
Seychelles,SYC,02/10/2021,48061,37726.0,10335.0,3638.0,1567,48.87,38.36,10.51,15935.0
Seychelles,SYC,02/11/2021,51819,37952.0,13867.0,3758.0,2005,52.69,38.59,14.1,20388.0
Seychelles,SYC,02/12/2021,,,,,2203,,,,22402.0
Seychelles,SYC,02/13/2021,55980,41799.0,14181.0,,2401,56.92,42.5,14.42,24415.0
Seychelles,SYC,02/14/2021,,,,,2383,,,,24232.0
Seychelles,SYC,02/15/2021,58249,41808.0,16441.0,,2365,59.23,42.51,16.72,24049.0
Seychelles,SYC,02/16/2021,59991,41815.0,18176.0,1742.0,2224,61.0,42.52,18.48,22615.0
Seychelles,SYC,02/17/2021,61351,41839.0,19512.0,1360.0,1899,62.39,42.55,19.84,19311.0
Seychelles,SYC,02/18/2021,63286,42621.0,20665.0,1935.0,1638,64.35,43.34,21.01,16656.0
Seychelles,SYC,02/19/2021,65060,43461.0,21599.0,1774.0,1594,66.16,44.19,21.96,16209.0
Seychelles,SYC,02/20/2021,,,,,1334,,,,13565.0
Seychelles,SYC,02/21/2021,65576,43977.0,21599.0,,1209,66.68,44.72,21.96,12294.0
Seychelles,SYC,02/22/2021,,,,,1403,,,,14267.0
Seychelles,SYC,02/23/2021,70568,47188.0,23380.0,,1511,71.76,47.98,23.77,15365.0
Singapore,SGP,01/11/2021,3400,3400.0,,,,0.06,0.06,,
Singapore,SGP,01/12/2021,6200,6200.0,,2800.0,2800,0.11,0.11,,479.0
Singapore,SGP,01/13/2021,,,,,4090,,,,699.0
Singapore,SGP,01/14/2021,,,,,4520,,,,773.0
Singapore,SGP,01/15/2021,,,,,4735,,,,809.0
Singapore,SGP,01/16/2021,,,,,4864,,,,831.0
Singapore,SGP,01/17/2021,,,,,4950,,,,846.0
Singapore,SGP,01/18/2021,,,,,5011,,,,857.0
Singapore,SGP,01/19/2021,,,,,5380,,,,920.0
Singapore,SGP,01/20/2021,,,,,5380,,,,920.0
Singapore,SGP,01/21/2021,,,,,5380,,,,920.0
Singapore,SGP,01/22/2021,60000,60000.0,,,5380,1.03,1.03,,920.0
Singapore,SGP,01/23/2021,,,,,6127,,,,1047.0
Singapore,SGP,01/24/2021,,,,,6874,,,,1175.0
Singapore,SGP,01/25/2021,,,,,7621,,,,1303.0
Singapore,SGP,01/26/2021,,,,,8369,,,,1431.0
Singapore,SGP,01/27/2021,113050,113000.0,50.0,,9116,1.93,1.93,0.0,1558.0
Singapore,SGP,01/28/2021,,,,,9847,,,,1683.0
Singapore,SGP,01/29/2021,,,,,10579,,,,1808.0
Singapore,SGP,01/30/2021,,,,,10563,,,,1806.0
Singapore,SGP,01/31/2021,155050,155000.0,50.0,,10547,2.65,2.65,0.0,1803.0
Singapore,SGP,02/01/2021,,,,,10885,,,,1861.0
Singapore,SGP,02/02/2021,181000,175000.0,6000.0,,11223,3.09,2.99,0.1,1918.0
Singapore,SGP,02/03/2021,,,,,11046,,,,1888.0
Singapore,SGP,02/04/2021,,,,,10886,,,,1861.0
Singapore,SGP,02/05/2021,,,,,10725,,,,1833.0
Singapore,SGP,02/06/2021,,,,,10564,,,,1806.0
Singapore,SGP,02/07/2021,,,,,10404,,,,1778.0
Singapore,SGP,02/08/2021,,,,,9889,,,,1690.0
Singapore,SGP,02/09/2021,,,,,9375,,,,1602.0
Singapore,SGP,02/10/2021,256000,250000.0,6000.0,,9375,4.38,4.27,0.1,1602.0
Singapore,SGP,02/11/2021,,,,,9893,,,,1691.0
Singapore,SGP,02/12/2021,,,,,10411,,,,1780.0
Singapore,SGP,02/13/2021,,,,,10929,,,,1868.0
Singapore,SGP,02/14/2021,,,,,11446,,,,1956.0
Singapore,SGP,02/15/2021,,,,,11964,,,,2045.0
Singapore,SGP,02/16/2021,,,,,12482,,,,2134.0
Singapore,SGP,02/17/2021,,,,,13000,,,,2222.0
Singapore,SGP,02/18/2021,360000,250000.0,110000.0,,13000,6.15,4.27,1.88,2222.0
Slovakia,SVK,01/04/2021,0,0.0,,,,0.0,0.0,,
Slovakia,SVK,01/05/2021,425,425.0,,425.0,425,0.01,0.01,,78.0
Slovakia,SVK,01/06/2021,6618,6618.0,,6193.0,3309,0.12,0.12,,606.0
Slovakia,SVK,01/07/2021,13661,13661.0,,7043.0,4554,0.25,0.25,,834.0
Slovakia,SVK,01/08/2021,20702,20702.0,,7041.0,5176,0.38,0.38,,948.0
Slovakia,SVK,01/09/2021,22311,22311.0,,1609.0,4462,0.41,0.41,,817.0
Slovakia,SVK,01/10/2021,25356,25356.0,,3045.0,4226,0.46,0.46,,774.0
Slovakia,SVK,01/11/2021,29411,29411.0,,4055.0,4202,0.54,0.54,,770.0
Slovakia,SVK,01/12/2021,39977,39977.0,,10566.0,5650,0.73,0.73,,1035.0
Slovakia,SVK,01/13/2021,46727,46727.0,,6750.0,5730,0.86,0.86,,1050.0
Slovakia,SVK,01/14/2021,54183,54183.0,,7456.0,5789,0.99,0.99,,1060.0
Slovakia,SVK,01/15/2021,62037,62037.0,,7854.0,5905,1.14,1.14,,1082.0
Slovakia,SVK,01/16/2021,63399,63399.0,,1362.0,5870,1.16,1.16,,1075.0
Slovakia,SVK,01/17/2021,63453,63453.0,,54.0,5442,1.16,1.16,,997.0
Slovakia,SVK,01/18/2021,72256,71674.0,582.0,8803.0,6121,1.32,1.31,0.01,1121.0
Slovakia,SVK,01/19/2021,80172,79129.0,1043.0,7916.0,5742,1.47,1.45,0.02,1052.0
Slovakia,SVK,01/20/2021,88054,86147.0,1907.0,7882.0,5904,1.61,1.58,0.03,1081.0
Slovakia,SVK,01/21/2021,95373,92818.0,2555.0,7319.0,5884,1.75,1.7,0.05,1078.0
Slovakia,SVK,01/22/2021,102143,99455.0,2688.0,6770.0,5729,1.87,1.82,0.05,1049.0
Slovakia,SVK,01/23/2021,102419,99731.0,2688.0,276.0,5574,1.88,1.83,0.05,1021.0
Slovakia,SVK,01/24/2021,102419,99731.0,2688.0,0.0,5567,1.88,1.83,0.05,1020.0
Slovakia,SVK,01/25/2021,111380,106399.0,4981.0,8961.0,5589,2.04,1.95,0.09,1024.0
Slovakia,SVK,01/26/2021,118608,113371.0,5237.0,7228.0,5491,2.17,2.08,0.1,1006.0
Slovakia,SVK,01/27/2021,125671,120162.0,5509.0,7063.0,5374,2.3,2.2,0.1,984.0
Slovakia,SVK,01/28/2021,135381,128350.0,7031.0,9710.0,5715,2.48,2.35,0.13,1047.0
Slovakia,SVK,01/29/2021,147180,137815.0,9365.0,11799.0,6434,2.7,2.52,0.17,1178.0
Slovakia,SVK,01/30/2021,148572,139204.0,9368.0,1392.0,6593,2.72,2.55,0.17,1208.0
Slovakia,SVK,01/31/2021,148853,139317.0,9536.0,281.0,6633,2.73,2.55,0.17,1215.0
Slovakia,SVK,02/01/2021,160613,148168.0,12445.0,11760.0,7033,2.94,2.71,0.23,1288.0
Slovakia,SVK,02/02/2021,172870,156980.0,15890.0,12257.0,7752,3.17,2.88,0.29,1420.0
Slovakia,SVK,02/03/2021,184575,166355.0,18220.0,11705.0,8415,3.38,3.05,0.33,1541.0
Slovakia,SVK,02/04/2021,198996,175225.0,23771.0,14421.0,9088,3.64,3.21,0.44,1665.0
Slovakia,SVK,02/05/2021,214041,183591.0,30450.0,15045.0,9552,3.92,3.36,0.56,1750.0
Slovakia,SVK,02/06/2021,216825,185679.0,31146.0,2784.0,9750,3.97,3.4,0.57,1786.0
Slovakia,SVK,02/07/2021,217005,185859.0,31146.0,180.0,9736,3.97,3.4,0.57,1783.0
Slovakia,SVK,02/08/2021,228236,193204.0,35032.0,11231.0,9660,4.18,3.54,0.64,1769.0
Slovakia,SVK,02/09/2021,243117,200544.0,42573.0,14881.0,10035,4.45,3.67,0.78,1838.0
Slovakia,SVK,02/10/2021,256128,207046.0,49082.0,13011.0,10222,4.69,3.79,0.9,1872.0
Slovakia,SVK,02/11/2021,269736,214053.0,55683.0,13608.0,10106,4.94,3.92,1.02,1851.0
Slovakia,SVK,02/12/2021,283774,221698.0,62076.0,14038.0,9962,5.2,4.06,1.14,1825.0
Slovakia,SVK,02/13/2021,288227,225732.0,62495.0,4453.0,10200,5.28,4.13,1.14,1868.0
Slovakia,SVK,02/14/2021,299035,236335.0,62700.0,10808.0,11719,5.48,4.33,1.15,2146.0
Slovakia,SVK,02/15/2021,312094,242597.0,69497.0,13059.0,11980,5.72,4.44,1.27,2194.0
Slovakia,SVK,02/16/2021,323107,247265.0,75842.0,11013.0,11427,5.92,4.53,1.39,2093.0
Slovakia,SVK,02/17/2021,334413,252513.0,81900.0,11306.0,11184,6.13,4.63,1.5,2048.0
Slovakia,SVK,02/18/2021,345205,256708.0,88497.0,10792.0,10781,6.32,4.7,1.62,1975.0
Slovakia,SVK,02/19/2021,358068,262842.0,95226.0,12863.0,10613,6.56,4.81,1.74,1944.0
Slovakia,SVK,02/20/2021,364744,269235.0,95509.0,6676.0,10931,6.68,4.93,1.75,2002.0
Slovakia,SVK,02/21/2021,370818,275309.0,95509.0,6074.0,10255,6.79,5.04,1.75,1878.0
Slovakia,SVK,02/22/2021,383138,280739.0,102399.0,12320.0,10149,7.02,5.14,1.88,1859.0
Slovakia,SVK,02/23/2021,394790,286408.0,108382.0,11652.0,10240,7.23,5.25,1.99,1876.0
Slovakia,SVK,02/24/2021,409434,294165.0,115269.0,14644.0,10717,7.5,5.39,2.11,1963.0
Slovenia,SVN,12/27/2020,5915,5915.0,,,,0.28,0.28,,
Slovenia,SVN,12/28/2020,7463,7463.0,,1548.0,1548,0.36,0.36,,745.0
Slovenia,SVN,12/29/2020,8575,8575.0,,1112.0,1330,0.41,0.41,,640.0
Slovenia,SVN,12/30/2020,9016,9016.0,,441.0,1034,0.43,0.43,,497.0
Slovenia,SVN,12/31/2020,10775,10775.0,,1759.0,1215,0.52,0.52,,584.0
Slovenia,SVN,01/01/2021,10923,10923.0,,148.0,1002,0.53,0.53,,482.0
Slovenia,SVN,01/02/2021,11327,11327.0,,404.0,902,0.54,0.54,,434.0
Slovenia,SVN,01/03/2021,11882,11882.0,,555.0,852,0.57,0.57,,410.0
Slovenia,SVN,01/04/2021,12973,12973.0,,1091.0,787,0.62,0.62,,379.0
Slovenia,SVN,01/05/2021,15398,15398.0,,2425.0,975,0.74,0.74,,469.0
Slovenia,SVN,01/06/2021,20524,20524.0,,5126.0,1644,0.99,0.99,,791.0
Slovenia,SVN,01/07/2021,25808,25808.0,,5284.0,2148,1.24,1.24,,1033.0
Slovenia,SVN,01/08/2021,28999,28999.0,,3191.0,2582,1.39,1.39,,1242.0
Slovenia,SVN,01/09/2021,29247,29247.0,,248.0,2560,1.41,1.41,,1231.0
Slovenia,SVN,01/10/2021,29248,29248.0,,1.0,2481,1.41,1.41,,1193.0
Slovenia,SVN,01/11/2021,29732,29732.0,,484.0,2394,1.43,1.43,,1152.0
Slovenia,SVN,01/12/2021,31523,31523.0,,1791.0,2304,1.52,1.52,,1108.0
Slovenia,SVN,01/13/2021,36204,36204.0,,4681.0,2240,1.74,1.74,,1077.0
Slovenia,SVN,01/14/2021,42860,42860.0,,6656.0,2436,2.06,2.06,,1172.0
Slovenia,SVN,01/15/2021,47617,47617.0,,4757.0,2660,2.29,2.29,,1280.0
Slovenia,SVN,01/16/2021,47941,47941.0,,324.0,2671,2.31,2.31,,1285.0
Slovenia,SVN,01/17/2021,47945,47945.0,,4.0,2671,2.31,2.31,,1285.0
Slovenia,SVN,01/18/2021,48172,48007.0,165.0,227.0,2634,2.32,2.31,0.01,1267.0
Slovenia,SVN,01/19/2021,50340,48560.0,1780.0,2168.0,2688,2.42,2.34,0.09,1293.0
Slovenia,SVN,01/20/2021,54891,49730.0,5161.0,4551.0,2670,2.64,2.39,0.25,1284.0
Slovenia,SVN,01/21/2021,59419,51015.0,8404.0,4528.0,2366,2.86,2.45,0.4,1138.0
Slovenia,SVN,01/22/2021,61595,52221.0,9374.0,2176.0,1997,2.96,2.51,0.45,961.0
Slovenia,SVN,01/23/2021,62308,52451.0,9857.0,713.0,2052,3.0,2.52,0.47,987.0
Slovenia,SVN,01/24/2021,62457,52467.0,9990.0,149.0,2073,3.0,2.52,0.48,997.0
Slovenia,SVN,01/25/2021,62464,52469.0,9995.0,7.0,2042,3.0,2.52,0.48,982.0
Slovenia,SVN,01/26/2021,64255,52556.0,11699.0,1791.0,1988,3.09,2.53,0.56,956.0
Slovenia,SVN,01/27/2021,69079,52827.0,16252.0,4824.0,2027,3.32,2.54,0.78,975.0
Slovenia,SVN,01/28/2021,75029,53338.0,21691.0,5950.0,2230,3.61,2.57,1.04,1073.0
Slovenia,SVN,01/29/2021,79539,53899.0,25640.0,4510.0,2563,3.83,2.59,1.23,1233.0
Slovenia,SVN,01/30/2021,79643,53904.0,25739.0,104.0,2476,3.83,2.59,1.24,1191.0
Slovenia,SVN,01/31/2021,79645,53904.0,25741.0,2.0,2455,3.83,2.59,1.24,1181.0
Slovenia,SVN,02/01/2021,79701,53927.0,25774.0,56.0,2462,3.83,2.59,1.24,1184.0
Slovenia,SVN,02/02/2021,80811,53943.0,26868.0,1110.0,2365,3.89,2.59,1.29,1138.0
Slovenia,SVN,02/03/2021,85550,54091.0,31459.0,4739.0,2353,4.12,2.6,1.51,1132.0
Slovenia,SVN,02/04/2021,92918,54749.0,38169.0,7368.0,2556,4.47,2.63,1.84,1229.0
Slovenia,SVN,02/05/2021,98527,55113.0,43414.0,5609.0,2713,4.74,2.65,2.09,1305.0
Slovenia,SVN,02/06/2021,99127,55141.0,43986.0,600.0,2783,4.77,2.65,2.12,1339.0
Slovenia,SVN,02/07/2021,99127,55141.0,43986.0,0.0,2783,4.77,2.65,2.12,1339.0
Slovenia,SVN,02/08/2021,99527,55541.0,43986.0,400.0,2832,4.79,2.67,2.12,1362.0
Slovenia,SVN,02/09/2021,99646,55629.0,44017.0,119.0,2691,4.79,2.68,2.12,1294.0
Slovenia,SVN,02/10/2021,102839,58107.0,44732.0,3193.0,2470,4.95,2.8,2.15,1188.0
Slovenia,SVN,02/11/2021,111140,64753.0,46387.0,8301.0,2603,5.35,3.11,2.23,1252.0
Slovenia,SVN,02/12/2021,119544,71436.0,48108.0,8404.0,3002,5.75,3.44,2.31,1444.0
Slovenia,SVN,02/13/2021,120410,72114.0,48296.0,866.0,3040,5.79,3.47,2.32,1462.0
Slovenia,SVN,02/14/2021,120425,72128.0,48297.0,15.0,3043,5.79,3.47,2.32,1464.0
Slovenia,SVN,02/15/2021,120508,72202.0,48306.0,83.0,2997,5.8,3.47,2.32,1442.0
Slovenia,SVN,02/16/2021,121629,73252.0,48377.0,1121.0,3140,5.85,3.52,2.33,1510.0
Slovenia,SVN,02/17/2021,127143,78150.0,48993.0,5514.0,3472,6.12,3.76,2.36,1670.0
Slovenia,SVN,02/18/2021,135937,86271.0,49666.0,8794.0,3542,6.54,4.15,2.39,1704.0
Slovenia,SVN,02/19/2021,142505,92283.0,50222.0,6568.0,3280,6.85,4.44,2.42,1578.0
Slovenia,SVN,02/20/2021,145018,94778.0,50240.0,2513.0,3515,6.98,4.56,2.42,1691.0
Slovenia,SVN,02/21/2021,145019,94779.0,50240.0,1.0,3513,6.98,4.56,2.42,1690.0
Slovenia,SVN,02/22/2021,145387,95142.0,50245.0,368.0,3554,6.99,4.58,2.42,1710.0
Slovenia,SVN,02/23/2021,146746,96493.0,50253.0,1359.0,3588,7.06,4.64,2.42,1726.0
South Africa,ZAF,02/16/2021,0,0.0,,,,0.0,0.0,,
South Africa,ZAF,02/17/2021,,,,,1130,,,,19.0
South Africa,ZAF,02/18/2021,2260,2260.0,2260.0,,1130,0.0,0.0,0.0,19.0
South Africa,ZAF,02/19/2021,6524,6524.0,6524.0,4264.0,2175,0.01,0.01,0.01,37.0
South Africa,ZAF,02/20/2021,10414,10414.0,10414.0,3890.0,2604,0.02,0.02,0.02,44.0
South Africa,ZAF,02/21/2021,15388,15388.0,15388.0,4974.0,3078,0.03,0.03,0.03,52.0
South Africa,ZAF,02/22/2021,23059,23059.0,23059.0,7671.0,3843,0.04,0.04,0.04,65.0
South Africa,ZAF,02/23/2021,32315,32315.0,32315.0,9256.0,4616,0.05,0.05,0.05,78.0
South Africa,ZAF,02/24/2021,41809,41809.0,41809.0,9494.0,5811,0.07,0.07,0.07,98.0
Spain,ESP,01/04/2021,82834,82834.0,,,,0.18,0.18,,
Spain,ESP,01/05/2021,139339,139339.0,,56505.0,56505,0.3,0.3,,1209.0
Spain,ESP,01/06/2021,,,,,45248,,,,968.0
Spain,ESP,01/07/2021,207323,207323.0,,,41496,0.44,0.44,,888.0
Spain,ESP,01/08/2021,277976,277976.0,,70653.0,48786,0.59,0.59,,1043.0
Spain,ESP,01/09/2021,,,,,47569,,,,1017.0
Spain,ESP,01/10/2021,,,,,46759,,,,1000.0
Spain,ESP,01/11/2021,406091,406091.0,,,46180,0.87,0.87,,988.0
Spain,ESP,01/12/2021,488122,488122.0,,82031.0,49826,1.04,1.04,,1066.0
Spain,ESP,01/13/2021,581638,581638.0,,93516.0,58330,1.24,1.24,,1248.0
Spain,ESP,01/14/2021,676186,676186.0,,94548.0,66980,1.45,1.45,,1433.0
Spain,ESP,01/15/2021,768950,768950.0,,92764.0,70139,1.64,1.64,,1500.0
Spain,ESP,01/16/2021,,,,,70181,,,,1501.0
Spain,ESP,01/17/2021,,,,,70223,,,,1502.0
Spain,ESP,01/18/2021,897942,895627.0,2315.0,,70264,1.92,1.92,0.0,1503.0
Spain,ESP,01/19/2021,966097,956756.0,9341.0,68155.0,68282,2.07,2.05,0.02,1460.0
Spain,ESP,01/20/2021,1025937,1010295.0,15642.0,59840.0,63471,2.19,2.16,0.03,1358.0
Spain,ESP,01/21/2021,1103301,1054245.0,49056.0,77364.0,61016,2.36,2.25,0.1,1305.0
Spain,ESP,01/22/2021,1165825,1097369.0,68456.0,62524.0,56696,2.49,2.35,0.15,1213.0
Spain,ESP,01/23/2021,,,,,55680,,,,1191.0
Spain,ESP,01/24/2021,1237593,1148895.0,88698.0,,54664,2.65,2.46,0.19,1169.0
Spain,ESP,01/25/2021,1291216,1167519.0,123697.0,53623.0,56182,2.76,2.5,0.26,1202.0
Spain,ESP,01/26/2021,1356461,1183395.0,173066.0,65245.0,55766,2.9,2.53,0.37,1193.0
Spain,ESP,01/27/2021,1395618,1202859.0,192759.0,39157.0,52812,2.98,2.57,0.41,1130.0
Spain,ESP,01/28/2021,1474189,1222323.0,251866.0,78571.0,52984,3.15,2.61,0.54,1133.0
Spain,ESP,01/29/2021,,,,,50484,,,,1080.0
Spain,ESP,01/30/2021,,,,,51790,,,,1108.0
Spain,ESP,01/31/2021,1609261,1251369.0,357892.0,,53095,3.44,2.68,0.77,1136.0
Spain,ESP,02/01/2021,1673054,1254535.0,418519.0,63793.0,54548,3.58,2.68,0.9,1167.0
Spain,ESP,02/02/2021,1764778,1265800.0,498978.0,91724.0,58331,3.77,2.71,1.07,1248.0
Spain,ESP,02/03/2021,1865342,1279220.0,586122.0,100564.0,67103,3.99,2.74,1.25,1435.0
Spain,ESP,02/04/2021,1988160,1305251.0,682909.0,122818.0,73424,4.25,2.79,1.46,1570.0
Spain,ESP,02/05/2021,,,,,72558,,,,1552.0
Spain,ESP,02/06/2021,,,,,71691,,,,1533.0
Spain,ESP,02/07/2021,2105033,1318626.0,786407.0,,70825,4.5,2.82,1.68,1515.0
Spain,ESP,02/08/2021,2167241,1328459.0,838782.0,62208.0,70598,4.64,2.84,1.79,1510.0
Spain,ESP,02/09/2021,2233249,1343566.0,889683.0,66008.0,66924,4.78,2.87,1.9,1431.0
Spain,ESP,02/10/2021,2320507,1377229.0,943278.0,87258.0,65024,4.96,2.95,2.02,1391.0
Spain,ESP,02/11/2021,2423045,1422560.0,1000485.0,102538.0,62126,5.18,3.04,2.14,1329.0
Spain,ESP,02/12/2021,,,,,63159,,,,1351.0
Spain,ESP,02/13/2021,,,,,64192,,,,1373.0
Spain,ESP,02/14/2021,2561608,1491517.0,1070091.0,,65225,5.48,3.19,2.29,1395.0
Spain,ESP,02/15/2021,2624512,1527590.0,1096922.0,62904.0,65324,5.61,3.27,2.35,1397.0
Spain,ESP,02/16/2021,2690457,1571277.0,1119180.0,65945.0,65315,5.75,3.36,2.39,1397.0
Spain,ESP,02/17/2021,2782751,1638195.0,1144556.0,92294.0,66035,5.95,3.5,2.45,1412.0
Spain,ESP,02/18/2021,2936011,1764985.0,1171026.0,153260.0,73281,6.28,3.77,2.5,1567.0
Spain,ESP,02/19/2021,,,,,74032,,,,1583.0
